"","Genotype.CUMS.model...Treatment.Albiflorin","Genotype.CUMS.model...Treatment.Albiflorin.1","Genotype.CUMS.model...Treatment.Albiflorin.2","Genotype.CUMS.model...Treatment.Albiflorin.3","Genotype.CUMS.model...Treatment.Albiflorin.4","Genotype.CUMS.model...Treatment.Albiflorin.5","Genotype.CUMS.model...Treatment.Albiflorin.6","Genotype.CUMS.model...Treatment.Albiflorin.7","Genotype.CUMS.model...Treatment.Saline","Genotype.CUMS.model...Treatment.Saline.1","Genotype.CUMS.model...Treatment.Saline.2","Genotype.CUMS.model...Treatment.Saline.3","Genotype.CUMS.model...Treatment.Saline.4","Genotype.CUMS.model...Treatment.Saline.5","Genotype.CUMS.model...Treatment.Saline.6","Genotype.CUMS.model...Treatment.Saline.7","Genotype.CUMS.model...Treatment.Saline.8","Genotype.CUMS.model...Treatment.Fluoxetine","Genotype.CUMS.model...Treatment.Fluoxetine.1","Genotype.CUMS.model...Treatment.Fluoxetine.2","Genotype.CUMS.model...Treatment.Fluoxetine.3","Genotype.CUMS.model...Treatment.Fluoxetine.4","Genotype.CUMS.model...Treatment.Fluoxetine.5","Genotype.CUMS.model...Treatment.Fluoxetine.6","Genotype.CUMS.model...Treatment.Fluoxetine.7","Genotype.Wild.type...Treatment.Saline","Genotype.Wild.type...Treatment.Saline.1","Genotype.Wild.type...Treatment.Saline.2","Genotype.Wild.type...Treatment.Saline.3","Genotype.Wild.type...Treatment.Saline.4","Genotype.Wild.type...Treatment.Saline.5","Genotype.Wild.type...Treatment.Saline.6","Genotype.Wild.type...Treatment.Saline.7"
"Oxidized glutathione",-0.162735491257255,-0.0265997805720656,0.315256064148315,-0.60630420612647,-0.00275323173234529,-0.0708094988248988,-1.51051428015874,-0.500084198920749,1.31005296810163,1.23750048987745,-1.33113603377325,1.25853918531054,0.0627498003370749,-1.52589931886825,1.11702578638872,1.38943893825693,-0.531860256197495,0.72453758677677,1.75565095757175,1.26896423476819,0.513534073532456,-0.546497312541714,0.529481130462954,-0.480160047665339,0.0935838668950655,-0.357234285331351,-0.748864890643934,-0.0507764997840369,0.163480757787695,-1.00052456598119,-2.64104160768007,-0.69363193231364,1.04763159815725
"Epinephrine",-0.383944130851979,0.620686597187651,0.52364188959562,-0.591771627410557,0.702322155844833,0.037456158382677,-0.84628795047159,0.593160753895178,-0.350171240136412,1.21347809244091,-0.088279400409213,0.537627090926612,-0.452217094296612,-0.233817446737927,-0.367027744925498,0.22004559124474,-0.383944130851979,0.822209938741478,0.279385394993807,-3.91024456360157,1.63085085508134,0.0991004836896878,-0.350171240136412,0.729225942834016,0.913413009468995,-1.46352096175276,-0.486724184645731,-0.20108908677013,-0.136299548145307,1.82657529323812,0.509615494681338,-0.663113150967059,-0.350171240136412
"5-Hydroxyindoleacetic acid",-0.58986655232584,0.0549222792496076,-0.689011912845079,0.332127087025534,0.194542100239269,-0.465470983684461,-0.477538920547446,-1.0727096174108,-0.156182766055368,0.00437255566564728,-0.815498198867896,0.59001647712781,0.880956613346948,-1.46257751571318,0.324312409563252,0.623600507215846,-1.18480327121201,-0.266165499945379,1.2800085874852,-0.166378657935365,0.0549222792496076,-0.501914823625197,0.164892491298462,-0.309855475246545,-0.260776466000644,0.202926414408746,-1.21167022686764,1.90588042270272,-0.110987632612234,-1.23893522595016,0.74279016451888,3.76003225240454,-0.135958894656869
"Adenosine monophosphate",-0.308507827982252,-0.380454271100182,0.00673930093573123,-0.522142670885319,-0.591299465960302,0.913836035364599,0.823711290343816,0.432039245614555,1.37457031416444,-1.70620640337542,0.184988839562317,0.344135632048123,0.234546862136372,-2.0674458542326,0.501519320674689,0.898323515415781,1.95196669500955,-0.29684813679328,-0.228747542832603,-0.0910988276144046,-0.482141970494812,0.856147551785452,-0.185020772671224,-1.5311097885306,-1.85089501206151,1.61447257607908,0.250705749556347,1.83212182140002,-1.05430862266751,0.587245237182839,-0.308507827982252,-0.417776808918253,-0.784558183171247
"5-Methyltetrahydrofolic acid",-0.385206832291036,-0.262542935726531,-1.83425792864463,0.270888625256177,0.116451495597352,-0.344345457151432,-1.71227960436132,-2.40310998018752,0.530454757455112,0.370715469038256,-1.6554117672918,0.813739447544412,1.37438348888663,-0.00585648761114675,0.692843683914447,0.765360606140404,-0.295444603482743,-1.82369883080834,1.57189032042276,0.741167524309121,0.322009076228229,-0.795704850417271,0.948023427368568,0.242929871975554,-0.48353022933801,0.778934681616375,-0.390430209790316,0.651723155571791,-0.573292458146302,0.073938370400474,1.41156282263314,0.526156356019072,0.76193899487053
"Cysteine-S-sulfate",0.623149123453881,-0.0892259441868121,-0.0698471173278092,0.722295952664478,1.43105801431454,-0.442649542447388,1.29453330518607,1.15914597864415,-0.93358686781783,-1.56675584317912,-0.231323084093826,0.00929916134442927,-1.72015279058073,-0.333984911478947,-0.754480015364022,-0.547533273615108,0.521389022929638,0.647675750345181,-1.27512074022756,-3.20123398536132,1.01724573659819,0.195364145445734,0.912760516239879,0.692723146730177,0.268870092258106,0.389135292964891,1.48034773134958,0.423541556581034,-0.270245705027228,0.489621640048341,0.23548366975586,-0.544008045468577,-0.533491970677899
"Cortisol",0.39337244272634,0.244251680050597,0.166414328732832,0.244251680050597,-1.30193015388167,0.331606582598597,-1.05980537360191,0.501773047909732,0.534530625706304,0.619950618347239,0.933341134493798,0.595320214581748,0.464893361427127,-0.96884006643734,-0.271160873037093,-1.6498483928603,0.228054198120502,-0.422589495913304,-0.0636638217959192,0.726351929925681,0.501773047909732,0.520021779116605,0.370378987779945,0.923992047594245,1.352480537134,-2.25024066469137,1.09913067945858,-2.06988231892265,1.33650326401135,-1.96542874818528,0.739774449391272,0.4611769438697,-1.26595367160965
"Hypotaurine",-1.36917156494274,-0.10517500092757,-1.09385956304939,-0.943541053624778,0.425022146738656,-0.476775043943357,-0.769767931218845,-1.14401294161215,0.692232817702162,0.603078594802001,-0.335245243437135,-0.313582460357009,-0.00241678951787284,-0.649473895747974,0.392366465497604,0.502477247109372,0.275205745454697,0.0862438232349498,0.911627222242561,4.04114093755319,0.570155336657128,-0.351662248605344,0.0156622098531027,-0.346173537427314,-1.60403993288995,0.589980264805731,0.421422374081205,0.373969488469091,-0.592167113803954,-0.876428223955216,1.2389201279983,-0.324381806172968,0.15836954903382
"1-Methyladenine",-0.60699221167854,0.0260035788342946,0.00657475200622016,-0.205269517925569,1.16349834687904,-0.592894589412677,-0.902476021021853,-0.193199982672061,-0.774906469611994,-0.685937016695605,0.176381285697294,-0.0355577868304015,-0.561453812878008,1.86080913935199,0.717924033471768,-0.163270894632802,1.26810153131783,-0.902476021021853,-1.60923309396248,-3.78473897379524,0.427243222538653,0.520221157390982,0.759873875724854,0.696690510685902,0.13430315078553,0.841781023505645,0.123675500514407,0.587819569351669,0.63192078778638,-0.526963212867684,0.801152491629687,0.520221157390982,0.28117449014364
"N-alpha-Acetylarginine",-0.909757066896236,0.0371881789211957,-0.291205652954538,0.404806960090779,-0.149094960142446,-0.835478323661733,0.0696111424039135,-0.467573889107981,-0.932384716161099,-1.09016664187135,-0.303088888561734,-0.564054376358887,0.378076822688914,-0.573305599952689,-0.469758281146158,0.78484132336789,-1.25330039458044,1.29117907158052,0.0534747148912391,-3.07382013862971,-0.741101525498143,-0.0900438137207513,0.532658635601718,0.858019317930967,0.178584353833095,0.708470774114739,0.918397369840972,1.25890553115767,-1.03195478834108,1.5713130950464,1.30709545384794,0.581294818408211,1.84217149385877
"Homoarginine",-0.70284747022837,-0.709408232268181,-0.40990312775207,-0.166271534662315,-0.452413814177685,-0.166271534662315,-0.490300122045057,-0.393564858350687,0.0539786679736394,0.108023954253018,-0.349019295217528,-0.150628151993612,-0.657644930892649,-0.0161918046528896,3.4515674071607,3.28143194759175,-0.478841750266929,0.73953740351688,-0.27009823366835,-1.78227711674352,0.0122388426285728,-0.314236684852152,0.211032576918189,0.108023954253018,-1.28373041386118,0.38825153530266,0.1603394912655,-0.150628151993612,-0.589045172789095,0.527689282610213,0.486038086450774,0.0946792188072363,-0.0895099676539224
